name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Space Vehicle,Steel,Sit Down,,,,0,Golden Horse,FantaWild Adventure Wuhu,operating
Space travel,Steel,Sit Down,45,12,420,0,Beijing Jiuhua,Sun Park,closed definitely
SpaceMouse,Steel,Sit Down,,,,0,Fabbri,Fiabilandia,operating
Spacely's Sprocket Rockets,Steel,Sit Down,35,9,207,0,Vekoma,Six Flags Great America,operating
Spaceship 2056,Steel,Sit Down,40,,660,0,Sansei Yusoki,New Reoma World,operating
Spatiale Experience,Steel,Sit Down,60,18,800,0,Mack,Nigloland,operating
Speed Chenille,Steel,Sit Down,,,,0,Soquet,Kingoland,operating
Speed Coaster,na,Sit Down,,,,,na,Flamingo Park,closed definitely
Speed Coaster,na,Sit Down,,,,,na,Vinpearl Land Hội An,operating
Speed Flyer,na,Suspended,,,,,na,Spasso Splash,operating
Speed Luge,na,Alpine,,,810,0,Wiegand,Autrans,operating
Speed Monster,Steel,Sit Down,90,40,690,3,Intamin,TusenFryd,operating
Speed Mountain,Steel,Alpine,,,1000,0,Techfun,Les Menuires,operating
Speed Mouse,Steel,Sit Down,50,13,420,0,Reverchon,Fami P.A.R.C,closed definitely
Speed Mouse,na,Sit Down,,,,,Zamperla,Ita Center Park,operating
Speed Rockets,na,Sit Down,,11,400,0,Gerstlauer,Jardin d'Acclimatation,operating
Speed of Sound,Steel,Sit Down,75,35,285,3,Vekoma,Walibi Holland,operating
Speed the ride,Steel,Sit Down,112,68,416,1,Premier Rides,Nascar Café,closed definitely
Speed,Steel,Sit Down,113,68,416,1,Premier Rides,Nascar Café,closed definitely
Speed,Steel,Sit Down,95,35,610,2,Gerstlauer,Oakwood,operating
Speed,Steel,Water Coaster,110,50,,0,Intamin,Energylandia,operating
Speedsnake FREE,Steel,Sit Down,60,20,350,2,Vekoma,Fort Fun Abenteuerland,operating
Speedy Beetle,Steel,Spinning,15,,,0,SBF,Luna Park Melbourne,operating
Speedy Bob (Left),Steel,Sit Down,45,14,370,0,Mack,Bobbejaanland,relocated
Speedy Bob (Right),Steel,Sit Down,45,14,370,0,Mack,Bobbejaanland,operating
Speedy Coaster,na,Sit Down,,,,,na,Clarence Pier,operating
Speedy Gonzales Hot Rod Racers,Steel,Sit Down,,4,80,0,Zamperla,Six Flags Magic Mountain,operating
Speedy Gonzales,Steel,Sit Down,,,,0,S.D.C.,Foire,operating
Speedy Gonzales,Steel,Sit Down,34,6,135,0,L&T Systems,Cavallino Matto,operating
Speedy Gonzales,Steel,Sit Down,34,6,135,0,L&T Systems,Parc du Bocasse,operating
Speedy Mouse,na,Sit Down,,,,,Cavazza Diego,Dream World,operating
Speedy,na,Sit Down,,,,,Cavazza Diego,Happy Land Dahdah,operating
Speedy,na,Sit Down,,,,,na,Lunapark Cap d'Agde,operating
Sphinx,Steel,Sit Down,,,,0,na,Greenland,operating
Spider,Steel,Spinning,60,16,424,0,Maurer,Lagoon,operating
Spider-Man Doc Ock's Revenge,Steel,Spinning,,,400,0,Mack,IMG Worlds of Adventure,operating
Spin Mouse,Steel,Spinning,47,13,420,0,Reverchon,Greenland,operating
Spin Runway,Steel,Spinning,45,14,448,0,Gerstlauer,Yomiuriland,operating
Spin Turn,Steel,Spinning,47,21,500,0,Meisho Amusement Machines,Nasu Highland Park,operating
Spinball Whizzer,Steel,Spinning,60,17,450,0,Maurer,Alton Towers,operating
Spinner,na,Spinning,36,11,300,,Maurer,Skara Sommarland,operating
Spinning Batman,Steel,Suspended,,,,0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,closed definitely
Spinning Coaster (Buwalda),na,Spinning,,,,,na,Foire,operating
Spinning Coaster XXL (Buwalda),na,Spinning,,,,,na,Foire,operating
Spinning Coaster,Steel,Sit Down,,,,0,Golden Horse,Beijing Shijingshan Amusement Park,closed definitely
Spinning Coaster,Steel,Sit Down,,,,0,Golden Horse,Sun Park,operating
Spinning Coaster,Steel,Sit Down,47,13,420,0,Reverchon,Yokohama Cosmoworld,operating
Spinning Coaster,Steel,Spinning,,,,0,Golden Horse,Chongqing Amusement Park,operating
Spinning Coaster,Steel,Spinning,,,,0,Golden Horse,Jin Jiang Action Park,operating
Spinning Coaster,Steel,Spinning,,,,0,Golden Horse,Victory Kingdom,closed temporarily
Spinning Coaster,Steel,Spinning,,4,58,,SBF,ViaSea,operating
Spinning Coaster,na,Sit Down,,,,,SBF,Vinpearl Land Hội An,operating
Spinning Coaster,na,Spinning,,,,,Beijing Jiuhua,Happy World (Nanjing),operating
Spinning Coaster,na,Spinning,,,,,Beijing Jiuhua,Quancheng Euro Park,operating
Spinning Coaster,na,Spinning,,,,,Golden Horse,Dam Sen Park,operating
Spinning Coaster,na,Spinning,,,,,Golden Horse,Heilongjiang Wanda Theme Park,operating
Spinning Coaster,na,Spinning,,,,,Golden Horse,Jawa Timur Park 1,operating
Spinning Coaster,na,Spinning,,,,,SBF,Cannon Hill Park,operating
Spinning Coaster,na,Spinning,,5,58,0,SBF,Trimper's Rides,operating
Spinning Coaster,na,na,,,,0,Golden Horse,Water Park,operating
Spinning Coster,na,Spinning,,,,,na,Natural World Amusement Park,operating
Spinning Dragons,Steel,Spinning,50,17,410,0,Gerstlauer,Worlds of Fun,operating
Spinning Madness,Steel,Spinning,,,,0,Fabbri,Zoosafari Fasanolandia,operating
Spinning Out,Steel,Spinning,,,,0,SBF,Beech Bend,operating
Spinning Porcelain,na,Spinning,,,,,na,Nanchang Wanda Park,operating
Spinning Racer,Steel,Spinning,60,16,424,0,Maurer,Foire,operating
Spinning Surfboat,na,na,,,,0,na,Chuanlord Holiday Manor,operating
Spinning Yacht,Steel,na,,,,0,na,Daqing Oilfield Paradise,operating
Spirale des Dunes,Steel,Sit Down,40,5,200,0,Soquet,Bagatelle,operating
SpongeBob SquarePants Rock Bottom Plunge,Steel,Sit Down,,20,410,2,Gerstlauer,Nickelodeon Universe,operating
SpongeBob's Boating School Blast,Steel,Sit Down,,4,80,0,Zamperla,Sea World,operating
Spook Express,na,Sit Down,,,,,WGH Transportation,Joyland Childrens Fun Park,operating
Spreeblitz,Steel,Sit Down,,,,0,Mack,Spree-Park,closed definitely
Squalotto,Steel,Sit Down,,,,0,na,Zoomarine,announced
Stampbanan,Steel,Sit Down,,,,0,Preston & Barbieri,Liseberg,operating
Stampede,Steel,Sit Down,,,,0,Pinfari,Frontierland Family Theme Park,closed definitely
Stampida (Blue),Wooden,Sit Down,74,26,953,0,CCI,Port Aventura,operating
Stampida (Red),Wooden,Sit Down,72,26,945,0,CCI,Port Aventura,operating
Standing & Loop Coaster,Steel,Stand Up,,25,,1,Togo,Yomiuriland,operating
Standing Coaster,na,Sit Down,75,25,425,1,Togo,Rusutsu Resort,operating
Star Jet,Steel,Sit Down,,16,,0,Miler Coaster,Casino Pier,closed definitely
Star Mountain,Steel,Sit Down,64,23,732,2,Vekoma,Beto Carrero World,operating
Star Trek: Operation Enterprise,Steel,Sit Down,90,45,720,3,Mack,Movie Park Germany,operating
Star Wars,Steel,Sit Down,,14,140,0,Chance Rides,Parc Avenue,closed definitely
Star Wars,Steel,Spinning,,,,0,Stein Company,Wonder Island,closed definitely
Starliner,Steel,Sit Down,,21,805,0,Philadelphia Toboggan Coaster,Legoland Florida,closed definitely
Starry Sky Ripper,Steel,Flying,88,40,855,5,B&M,World Joyland,operating
Stealth,Steel,Flying,82,35,843,5,Vekoma,California's Great America,relocated
Stealth,Steel,Sit Down,135,63,400,0,Intamin,Thorpe Park,operating
Steam Racers,na,Sit Down,100,38,1056,4,Mack,Wuxi Sunac Land,construction
Steamin' Demon,Steel,Sit Down,70,21,488,3,Arrow,Great Escape,operating
Steampunk Coaster Iron Bull,Steel,Sit Down,52,12,489,0,Senyo Kogyo,Parque Espana-Shima Spain Village,operating
Steampunk Hunters,Steel,Sit Down,46,13,335,0,Vekoma,TusenFryd,operating
Steel Curtain,Steel,Sit Down,120,67,1220,9,S&S,Kennywood,operating
Steel Dolphin,Steel,Sit Down,85,33,1028,0,Intamin,Haichang Ocean Park,operating
Steel Dragon 2000,Steel,Sit Down,153,97,2479,0,Morgan,Nagashima Spa Land,operating
Steel Dragon,Steel,Spinning,60,16,424,0,Maurer,Waldameer,operating
Steel Eel,Steel,Sit Down,105,46,1128,0,Morgan,SeaWorld San Antonio,operating
Steel Force,Steel,Sit Down,120,61,1706,0,Morgan,Dorney Park,operating
Steel Hawg,Steel,Sit Down,65,29,,3,S&S,Indiana Beach,operating
Steel Lasso,Steel,Inverted,48,15,294,0,Vekoma,Frontier City,operating
Steel Vengeance,Hybrid,Sit Down,119,62,1750,4,RMC,Cedar Point,operating
Steel Venom,Steel,Sit Down,113,55,215,0,Intamin,Geauga Lake,closed definitely
Steel Venom,na,Inverted,110,56,192,0,Intamin,Valleyfair,operating
Steeplechase (Center),Steel,Sit Down,,,,0,Arrow,Blackpool Pleasure Beach,operating
Steeplechase (Left),Steel,Sit Down,,,,0,Arrow,Blackpool Pleasure Beach,operating
Steeplechase (Right),Steel,Sit Down,,,,0,Arrow,Blackpool Pleasure Beach,operating
Steeplechase,Steel,Motorbike,64,20,364,0,Zamperla,Luna Park,operating
Stellar Coaster,Steel,Sit Down,,,,0,Senyo Kogyo,Lagunasia,operating
Stellas Revenge,na,Sit Down,,,,,na,Clacton Pier,operating
Stinger,Steel,Sit Down,32,6,199,0,Zierer,Paultons Park,closed definitely
Stinger,Steel,Sit Down,80,40,310,3,Vekoma,Dorney Park,closed definitely
Stingray,Steel,Flying,75,34,370,2,Vekoma,Suzhou Giant Wheel Park,closed definitely
Storm Chaser,Steel,Sit Down,84,31,836,3,RMC,Kentucky Kingdom,operating
Storm Chaser,Steel,Spinning,60,19,430,0,Mack,Paultons Park,announced
Storm Coaster,Steel,Water Coaster,70,28,470,0,Mack,Sea World,operating
Storm Rider,na,Motorbike,85,,450,,Zamperla,Xishuangbanna Theme Park,operating
Storm Runner,Steel,Sit Down,120,56,806,3,Intamin,Hersheypark,operating
Storm,Steel,Sit Down,,11,325,0,Pinfari,Botton's Pleasure Beach,closed definitely
Storm,Steel,Sit Down,45,11,325,0,Pinfari,Europark Idroscalo,operating
Strawberry Junior Coaster,Steel,Sit Down,26,3,,0,Pinfari,Fantasy Island Ingoldmells,operating
Stress Express,na,Sit Down,76,36,285,3,Vekoma,Fantawild Dreamland Zhuzhou,operating
Stress Express,na,Sit Down,76,36,285,3,Vekoma,Oriental Heritage Jinan,operating
Stress Express,na,Sit Down,76,36,285,3,Vekoma,Oriental Heritage Ningbo,operating
Stress Express,na,Sit Down,76,36,285,3,Vekoma,Oriental Heritage Wuhu,operating
Strom,Steel,Sit Down,45,11,325,0,Pinfari,Magic Park Land,operating
Stunning Roller Coaster,na,Spinning,,18,392,1,Golden Horse,Shengming Universal City,operating
Stunt Fall,Steel,Sit Down,106,58,367,3,Vekoma,Parque Warner Madrid,operating
Super 8er Bahn,Steel,Sit Down,,21,780,0,Pinfari,Wiener Prater,operating
Super Dino,na,Sit Down,,,,,na,T-Rex Park Campinas,operating
Super Dragon Coaster,Steel,Sit Down,25,5,,0,Pinfari,Drayton Manor,closed definitely
Super Dragon,Steel,Sit Down,25,5,,0,Pinfari,Funland Amusement Park,operating
Super Dragon,na,Sit Down,,,,,Pinfari,Treasure Island Amusement Park,operating
Super Grover's Box Car Derby,Steel,Sit Down,,,,0,Zierer,SeaWorld Orlando,operating
Super Grover's Box Car Derby,Steel,Sit Down,24,4,70,0,Zierer,SeaWorld San Antonio,operating
Super Jet,na,Sit Down,,,,,Pinfari,Parque Mutirama,operating
Super LS Coaster,Steel,Sit Down,78,,740,3,Meisho Amusement Machines,Kijima Amusement Park,operating
Super Manège,Steel,Sit Down,64,23,732,2,Vekoma,La Ronde,operating
Super Railway,Steel,Sit Down,,,,0,Schwarzkopf,Foire,operating
Super Railway,Steel,Sit Down,,,,0,na,Antibesland,operating
Super Roller Coaster,Steel,Sit Down,,,,,Gerstlauer,La Récré des trois Curés,announced
Super Roller Coaster,Steel,Spinning,,,,1,Golden Horse,China Dinosaurs Park,operating
Super Spinning Coaster,na,Spinning,,18,392,0,Golden Horse,Great Xingdong Tourist World,operating
Super Tornado,na,Sit Down,60,19,350,2,Vekoma,Mirabilandia Olinda,operating
Super Wirbel,Steel,Sit Down,64,23,732,2,Vekoma,Holiday Park,closed definitely
SuperSplash,Steel,Water Coaster,68,24,300,0,Mack,Plopsaland,operating
Superloopen,Steel,Sit Down,,,,1,Pinfari,Furuvik,closed definitely
Superman Coaster,na,Sit Down,,,,,Pinfari,Jawa Timur Park 1,operating
Superman El Último Escape,Steel,Sit Down,120,67,1700,0,Morgan,Six Flags Mexico,operating
Superman Escape,Steel,Sit Down,100,40,760,0,Intamin,Warner Bros. Movie World,operating
Superman Krypton Coaster,Steel,Floorless,113,51,1227,6,B&M,Six Flags Fiesta Texas,operating
Superman Ultimate Fight,Steel,Sit Down,96,45,,1,Premier Rides,Six Flags Discovery Kingdom,operating
Superman la Atraccion de Acero,Steel,Floorless,105,50,1200,7,B&M,Parque Warner Madrid,operating
Superman: Escape from Krypton,Steel,Sit Down,160,126,376,0,Intamin,Six Flags Magic Mountain,operating
Superman: Ride Of Steel,Steel,Sit Down,117,60,1630,0,Intamin,Six Flags America,operating
Superman: Ultimate Flight,Steel,Flying,82,32,840,2,B&M,Six Flags Over Georgia,operating
Superman: Ultimate Flight,Steel,Flying,82,32,841,2,B&M,Six Flags Great Adventure,operating
Superman: Ultimate Flight,Steel,Flying,82,32,853,2,B&M,Six Flags Great America,operating
Superman: the Ride,Steel,Sit Down,124,63,1646,0,Intamin,Six Flags New England,operating
Supersonic Odyssey,Steel,Sit Down,70,38,800,3,Intamin,Berjaya Times Square Theme Park,operating
Supersplash,na,Water Coaster,76,29,335,0,Mack,TusenFryd,operating
Surfrider,Steel,Sit Down,48,21,70,0,Intamin,Wet'n'Wild Water World,operating
Surfrider,Steel,Spinning,90,40,100,0,Intamin,Atallah Happy Land Park,operating
Surfrider,na,Sit Down,,,,0,Intamin,Nickelodeon Universe Theme Park,construction
Suspended Looping Coaster,Steel,Inverted,,,,4,Golden Horse,Victory Kingdom,closed temporarily
Swamp Fox,Wooden,Sit Down,80,22,805,0,Philadelphia Toboggan Coaster,Family Kingdom Amusement Park,operating
Swamp Thing,Steel,Suspended,,,,0,Vekoma,Wild Adventures,operating
Switchback Railway,Steel,Sit Down,,,,0,na,Southport Pleasureland,unknown
Switchback,Wooden,Sit Down,66,20,365,,Gravity Group,ZDT's Amusement Park,operating
Switchback,na,Sit Down,,10,233,,I.E. Park,Gulliver's Matlock Bath,operating
T Express,Wooden,Sit Down,104,56,1641,0,Intamin,Everland,operating
T3,Steel,Inverted,80,31,662,5,Vekoma,Kentucky Kingdom,operating
TGV des Etoiles,Steel,Sit Down,,,,0,Soquet,Touroparc,closed definitely
TMNT Shellraiser,na,Sit Down,100,43,1000,7,Gerstlauer,Nickelodeon Universe Theme Park,construction
TNT Tren de la Mina,Steel,Sit Down,,17,450,0,Gerstlauer,Parque de Atracciones de Madrid,operating
TRON Legacy Coaster,Steel,Motorbike,95,24,970,0,Vekoma,Disney's Magic Kingdom,construction
Tabalugas Achterbahn,Steel,Sit Down,40,9,222,0,Zierer,Holiday Park,operating
Tacot en Folie,Steel,Sit Down,,,,0,Soquet,Ange Michel,operating
Taiga,Steel,Sit Down,106,52,1104,4,Intamin,Linnanmäki,operating
Takabisha,Steel,Sit Down,100,43,1000,7,Gerstlauer,Fuji-Q Highland,operating
Take Off,na,Sit Down,,,,,SBF,Soukra Parc,operating
Talon,Steel,Inverted,93,41,950,4,B&M,Dorney Park,operating
Tami Tami,Steel,Sit Down,35,9,207,0,Vekoma,Port Aventura,operating
Tantrum,Steel,Sit Down,85,30,380,3,Gerstlauer,Darien Lake,operating
Tarantula,Steel,Spinning,68,22,630,0,Maurer,Parque de Atracciones de Madrid,operating
Taron,Steel,Sit Down,117,30,1320,0,Intamin,Phantasialand,operating
Tarzungle,Steel,Sit Down,32,6,200,0,Zierer,Zygo park,closed definitely
Tatsu,Steel,Flying,100,52,1097,4,B&M,Six Flags Magic Mountain,operating
Taxi Driver,na,Sit Down,,,,,Abc rides,Foire,operating
Taxi Jam,Steel,Sit Down,,,,0,Miler Coaster,Canada's Wonderland,operating
Technic Coaster,Steel,Sit Down,56,16,400,0,Mack,Legoland California,operating
Teeny-weeny,Steel,Sit Down,,,,0,SBF,TusenFryd,operating
Tempesto,Steel,Sit Down,100,46,263,1,Premier Rides,Busch Gardens Williamsburg,operating
Tennessee Tornado,Steel,Sit Down,101,50,818,3,Arrow,Dollywood,operating
Tentomushi,Steel,Sit Down,32,6,199,0,Zierer,Tobu Zoo Park,operating
Terror Twister,Steel,Sit Down,105,46,150,2,Maurer,Fantawild Adventure Zhengzhou,operating
Terror Twister,Steel,Sit Down,105,46,150,2,Maurer,Nantong Adventure Land,operating
Test Strecke,Steel,Sit Down,80,28,670,2,Schwarzkopf,Foire,operating
Texas Giant,Wooden,Sit Down,104,44,1500,0,Dinn Corp.,Six flags Over Texas,retracked
Texas Tornado,Steel,Sit Down,,,914,0,Harry G Traver,Frontierland Family Theme Park,closed definitely
Texas Tornado,Steel,Sit Down,,24,625,2,Hopkins,Wonderland Amusement Park,operating
Texas Tornado,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Six Flags AstroWorld,closed definitely
The Boss,Wooden,Sit Down,106,46,1540,0,CCI,Six Flags St Louis,operating
The Legend,Wooden,Sit Down,93,35,1232,0,CCI,Holiday World,operating
The Monster,Steel,Inverted,92,42,1200,6,B&M,Walygator Parc,operating
The Raven,Wooden,Sit Down,77,33,832,0,CCI,Holiday World,operating
The Shredder,na,Spinning,55,19,921,0,Gerstlauer,Nickelodeon Universe Theme Park,construction
The Smiler,Steel,Sit Down,85,30,1170,14,Gerstlauer,Alton Towers,operating
The Storm,Steel,Sit Down,,32,800,1,Mack,Etnaland,operating
The Swarm,Steel,Wing,,39,775,4,B&M,Thorpe Park,operating
The Voyage,Wooden,Sit Down,108,49,1963,0,Gravity Group,Holiday World,operating
The Walking Dead: The Ride,Steel,Sit Down,45,13,400,0,Vekoma,Thorpe Park,operating
The bat,Steel,Suspended,55,31,750,0,Arrow,Kings Island,closed definitely
Thirteen,Steel,Sit Down,65,20,756,0,Intamin,Alton Towers,operating
Thor's Hammer,Steel,Sit Down,,,,0,Gerstlauer,Djurs Sommerland,operating
Three Loop Atomic Coaster,na,na,,,,3,Hebei Zhongye,Water Park,operating
Thriller,Steel,Sit Down,,,,0,Pinfari,Leolandia,closed definitely
Thriller,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Gröna Lund,closed definitely
Thrillseeker,Steel,Sit Down,65,14,585,0,S.D.C.,Sea World,closed definitely
Thru-the-Woods Jet Coaster,Steel,Sit Down,,,,0,Sansei Yusoki,Pleasure Garden,operating
Thunder Coaster,Steel,Sit Down,63,,450,2,Meisho Amusement Machines,Nasu Highland Park,operating
Thunder Eagle,Wooden,Sit Down,,,,0,na,Belle Island Village,closed definitely
Thunder Express,Steel,Sit Down,60,13,716,0,Arrow,Dollywood,closed definitely
Thunder Loop,Steel,Sit Down,75,24,592,1,Schwarzkopf,Attractiepark Slagharen,relocated
Thunder Mountain,Steel,Sit Down,46,13,335,0,Pinfari,Flamingo Land Theme Park and Zoo,closed definitely
Thunder Road (Left),Wooden,Sit Down,93,28,1164,0,Philadelphia Toboggan Coaster,Carowinds,closed definitely
Thunder Road (Right),Wooden,Sit Down,93,28,1164,,Philadelphia Toboggan Coaster,Carowinds,closed definitely
Thunder Run,Steel,Sit Down,64,10,330,0,Mack,Canada's Wonderland,operating
Thunder Run,Wooden,Sit Down,85,27,869,0,Dinn Corp.,Kentucky Kingdom,operating
Thunder dolphin,Steel,Sit Down,130,80,1070,0,Intamin,Tokyo Dome City,operating
Thunderation,Steel,Sit Down,77,25,921,0,Arrow,Silver Dollar City,operating
Thunderbird,Steel,Wing,100,43,925,4,B&M,Holiday World,operating
Thunderbird,Wooden,Sit Down,75,27,850,0,GCI,PowerPark,operating
Thunderbolt,Steel,Sit Down,,,,0,na,Celebration City,closed definitely
Thunderbolt,Steel,Sit Down,,7,,0,Zierer,Grove Land,closed definitely
Thunderbolt,Steel,Sit Down,87,31,1207,2,Meisho Amusement Machines,Dreamworld,closed definitely
Thunderbolt,Steel,Sit Down,89,29,880,0,ACE Coaster Classic,Kennywood,operating
Thunderbolt,Wooden,Sit Down,,,,,John Miller,Luna Park,closed definitely
Thunderbolt,Wooden,Sit Down,,21,873,0,Joseph Drambour,Six Flags New England,operating
Thunderbolt,na,Sit Down,,35,680,4,Zamperla,Luna Park,operating
Thunderchariot,na,Sit Down,85,35,675,4,Zamperla,Discoveryland,operating
Thundercoaster,Wooden,Sit Down,93,32,950,0,Vekoma,TusenFryd,operating
Thunderhawk,Steel,Inverted,80,33,689,5,Vekoma,Geauga Lake,closed definitely
Thunderhawk,Steel,Inverted,80,33,689,5,Vekoma,Michigan's Adventure,operating
Thunderhawk,Wooden,Sit Down,64,24,845,0,Philadelphia Toboggan Coaster,Dorney Park,operating
Thunderhead,Wooden,Sit Down,89,31,985,0,GCI,Dollywood,operating
Thunderlooper,Steel,Sit Down,85,42,220,0,Schwarzkopf,Alton Towers,closed definitely
Tic-Tac Tornado,Steel,Sit Down,,,,2,Soquet,Silesian Amusement Park,operating
Tickler,Steel,Sit Down,,,,0,Zamperla,Luna Park,operating
Tidal Wave,Steel,Sit Down,76,36,285,3,Vekoma,Trimper's Rides,operating
Tidal Wave,Steel,Sit Down,92,42,263,1,Schwarzkopf,California's Great America,closed definitely
Tig'rr Coaster,na,Sit Down,50,14,538,,Schwarzkopf,Indiana Beach,operating
Tiger Express,Steel,Sit Down,45,14,370,0,Mack,La Mer de Sable,operating
Tiger Leaping Gorge,Steel,Water Coaster,,31,390,0,Mack,Colourful Yunnan Happy World,operating
Tiger Trek,na,Sit Down,,,,,Wisdom Rides,Oakland Zoo,operating
Tigor Mountain,Steel,Sit Down,,,,0,Vekoma,Beto Carrero World,operating
Tigris,Steel,Sit Down,100,46,260,1,Premier Rides,Busch Gardens Tampa,operating
Tiki Waka,Steel,Sit Down,55,20,500,0,Gerstlauer,Walibi Belgium,operating
Tikitoc Train,na,Sit Down,16,,112,,Interpark,Seoul Land,operating
Timber Drop,Steel,Sit Down,66,30,420,2,S&S,Fraispertuis City,operating
Timber Ride,Steel,Sit Down,26,3,60,0,Zierer,Legoland Billund,closed definitely
Timber Terror,Steel,Sit Down,89,26,823,0,CCI,Silverwood Theme Park,operating
Timber Twister,Steel,Sit Down,,,,0,Zierer,Gilroy Gardens Family Theme Park,operating
Timber Wolf,Wooden,Sit Down,85,31,1290,0,Dinn Corp.,Worlds of Fun,operating
Timber,Wooden,Sit Down,65,17,446,0,Gravity Group,Walibi Rhône Alpes,operating
Timberhawk: Ride of Prey,Steel,Sit Down,81,23,793,0,S&S,Wild Waves Theme Park,operating
Timberline Twister,Steel,Sit Down,,9,,0,Bradley & Kaye,Knott's Berry Farm,operating
Time Machine,Steel,Sit Down,105,46,1139,6,B&M,Freestyle Music Park,closed definitely
Time Travel,Wooden,Sit Down,94,32,1122,,Gravity Group,Hot Go Park,operating
Time Traveler,Steel,Spinning,80,30,920,3,Mack,Silver Dollar City,operating
Time Warp,Steel,Flying,41,15,391,2,Zamperla,Canada's Wonderland,operating
Tiny Toot,Steel,Sit Down,,,,0,Zamperla,Silverwood Theme Park,operating
Titan MAX,Steel,Sit Down,115,54,1530,0,Arrow,Space World,closed definitely
Titan,Steel,Sit Down,137,75,1619,0,Giovanola,Six flags Over Texas,operating
Titánide,Steel,Inverted,80,33,689,5,Vekoma,Terra Mítica,operating
Toboggan Nordique,Steel,Sit Down,18,13,270,0,Zamperla,La Ronde,operating
Toboggan,Steel,Sit Down,,,,0,na,Foire,operating
Toboggan,na,Sit Down,,14,137,,Chance Rides,Lakemont Park,closed temporarily
Toboggan,na,na,,,,0,Chance Rides,Conneaut Lake Park,operating
Tobot Train,na,Sit Down,,,119,,Zamperla,Seoul Land,operating
Toirog Zam,Steel,Sit Down,,,,4,Hebei Zhongye,Nairamdal Park,operating
Tokaida,Steel,Sit Down,40,7,195,0,Pinfari,Luneur,operating
Tokaido Express 2,Steel,Sit Down,40,6,180,0,Mack,Foire,operating
Tokaido,Steel,Sit Down,,,,0,Pinfari,Europark Idroscalo,operating
Tokaido,Steel,Sit Down,40,7,195,0,na,Tivoli World,operating
Tokio express,Steel,Sit Down,,,,0,Soquet,Foire,operating
Tokito,Steel,Sit Down,,,,,na,Foire,operating
Tom and Jerry Swiss Cheese Spin,Steel,Spinning,50,18,460,0,Zamperla,Warner Bros. World Abu Dhabi,operating
Tom y Jerry,Steel,Sit Down,36,8,360,0,Zierer,Parque Warner Madrid,operating
Tomahawk,Wooden,Sit Down,48,14,440,0,CCI,Port Aventura,operating
Tonnerre de Zeus,Wooden,Sit Down,84,30,1233,0,CCI,Parc Asterix,operating
Toos Express,Steel,Sit Down,60,12,320,0,Vekoma,Toverland,operating
Top Thrill Dragster,Steel,Sit Down,192,128,853,0,Intamin,Cedar Point,operating
Topozorro,Steel,Sit Down,,,,0,Pinfari,Cavallino Matto,operating
Torbellino,Steel,Sit Down,,,340,0,Beijing Jiuhua,Parque de la Costa,operating
Tornado,Steel,Inverted,75,25,700,5,Intamin,Särkänniemi Amusement Park,operating
Tornado,Steel,Inverted,80,30,800,3,Intamin,Parque de Atracciones de Madrid,operating
Tornado,Steel,Sit Down,,,,0,Schwarzkopf,Salitre Magico,operating
Tornado,Steel,Sit Down,,,,0,Zamperla,Dennlys Parc,closed definitely
Tornado,Steel,Sit Down,,,,0,Zamperla,MGM Dizzee World,operating
Tornado,Steel,Sit Down,,,,2,Soquet,Legendia,operating
Tornado,Steel,Sit Down,64,23,725,2,Vekoma,Walibi Belgium,closed definitely
Tornado,Steel,Sit Down,70,22,370,2,Vekoma,Tokyo Summerland,operating
Tornado,Steel,Sit Down,70,25,460,2,Vekoma,Avonturenpark Hellendoorn,operating
Tornado,Steel,Sit Down,80,40,310,3,Vekoma,Sommerland Syd,closed definitely
Tornado,Steel,Sit Down,93,28,866,0,William J. Cobb,Adventureland,operating
Tornado,Steel,Spinning,,,420,0,na,Ange Michel,operating
Tornado,Steel,Spinning,,10,300,0,Intamin,Bakken,operating
Tornado,na,Sit Down,,,,,Vekoma,Bosque Mágico,operating
Tornado,na,Sit Down,,,,,na,Grano de Oro,operating
Tornado,na,Sit Down,71,,872,,Schwarzkopf,Salitre Magico,operating
Tornado,na,Sit Down,72,24,,2,Pinfari,M&D Scotland's Theme Park,operating
Tourbillon,Steel,Sit Down,,,,0,Gosetto,Ange Michel,operating
Tower of Terror II,Steel,Sit Down,160,115,372,0,Intamin,Dreamworld,operating
Tower of Terror,Steel,Sit Down,95,50,,0,Ronald Bussink,Gold Reef City,operating
Trailblazer,Steel,Sit Down,,,,0,Arrow,Hersheypark,operating
Train de Mine,Steel,Sit Down,,,,0,Soquet,Parc du Bocasse,operating
Train de Mine,Steel,Sit Down,,,,0,na,Parc de la Toison d'Or,closed definitely
Train de Mine,Steel,Sit Down,22,5,165,0,S.D.C.,Foire,unknown
Train de la Mine,Steel,Sit Down,,,,0,SBF,Piratland,operating
Train de la Mine,Steel,Sit Down,,,,0,Soquet,Papea Parc,operating
Train de la Mine,Steel,Sit Down,60,12,,0,Soquet,Didiland,closed definitely
Train de mines,Steel,Sit Down,,,,0,na,Lunapark Fréjus,operating
Train du Colorado,Steel,Sit Down,60,12,,0,Soquet,La Mer de Sable,closed definitely
Train of Potosi,Steel,Sit Down,,,,0,Zamperla,Isla Magica,operating
